state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
Oregon,2020,17,NA,1.53099,NA,NA,NA,NA,NA,NA,410,94,26780,2020-04-19,2020-17,OR
Pennsylvania,2020,17,NA,1.52411,NA,NA,NA,NA,NA,NA,554,120,36349,2020-04-19,2020-17,PA
Rhode Island,2020,17,NA,0.077821,NA,NA,NA,NA,NA,NA,1,9,1285,2020-04-19,2020-17,RI
South Carolina,2020,17,NA,2.39804,NA,NA,NA,NA,NA,NA,157,24,6547,2020-04-19,2020-17,SC
South Dakota,2020,17,NA,0.438276,NA,NA,NA,NA,NA,NA,24,31,5476,2020-04-19,2020-17,SD
Tennessee,2020,17,NA,1.90773,NA,NA,NA,NA,NA,NA,440,77,23064,2020-04-19,2020-17,TN
Texas,2020,17,NA,2.03521,NA,NA,NA,NA,NA,NA,215,91,10564,2020-04-19,2020-17,TX
Utah,2020,17,NA,1.40574,NA,NA,NA,NA,NA,NA,219,51,15579,2020-04-19,2020-17,UT
Vermont,2020,17,NA,1.13583,NA,NA,NA,NA,NA,NA,24,13,2113,2020-04-19,2020-17,VT
Virginia,2020,17,NA,1.94852,NA,NA,NA,NA,NA,NA,1065,163,54657,2020-04-19,2020-17,VA
Washington,2020,17,NA,1.09342,NA,NA,NA,NA,NA,NA,138,50,12621,2020-04-19,2020-17,WA
West Virginia,2020,17,NA,0.524262,NA,NA,NA,NA,NA,NA,43,35,8202,2020-04-19,2020-17,WV
Wisconsin,2020,17,NA,3.05224,NA,NA,NA,NA,NA,NA,430,40,14088,2020-04-19,2020-17,WI
Wyoming,2020,17,NA,1.93237,NA,NA,NA,NA,NA,NA,20,9,1035,2020-04-19,2020-17,WY
Commonwealth of the Northern Mariana Islands,2020,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-19,2020-17,NA
Puerto Rico,2020,17,NA,5.28455,NA,NA,NA,NA,NA,NA,65,8,1230,2020-04-19,2020-17,PR
Virgin Islands,2020,17,NA,0,NA,NA,NA,NA,NA,NA,0,1,161,2020-04-19,2020-17,VI
New York City,2020,17,NA,2.96477,NA,NA,NA,NA,NA,NA,1327,69,44759,2020-04-19,2020-17,NA
Alabama,2020,18,NA,1.25794,NA,NA,NA,NA,NA,NA,313,89,24882,2020-04-26,2020-18,AL
Alaska,2020,18,NA,0.800712,NA,NA,NA,NA,NA,NA,18,13,2248,2020-04-26,2020-18,AK
Arizona,2020,18,NA,1.3947,NA,NA,NA,NA,NA,NA,100,22,7170,2020-04-26,2020-18,AZ
Arkansas,2020,18,NA,0.399315,NA,NA,NA,NA,NA,NA,7,9,1753,2020-04-26,2020-18,AR
California,2020,18,NA,1.19087,NA,NA,NA,NA,NA,NA,325,70,27291,2020-04-26,2020-18,CA
Colorado,2020,18,NA,0.859753,NA,NA,NA,NA,NA,NA,128,61,14888,2020-04-26,2020-18,CO
Connecticut,2020,18,NA,1.6585,NA,NA,NA,NA,NA,NA,308,70,18571,2020-04-26,2020-18,CT
Delaware,2020,18,NA,0,NA,NA,NA,NA,NA,NA,0,6,826,2020-04-26,2020-18,DE
District of Columbia,2020,18,NA,3.96684,NA,NA,NA,NA,NA,NA,402,5,10134,2020-04-26,2020-18,DC
Florida,2020,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-26,2020-18,FL
Georgia,2020,18,NA,2.07493,NA,NA,NA,NA,NA,NA,931,92,44869,2020-04-26,2020-18,GA
Hawaii,2020,18,NA,0.665054,NA,NA,NA,NA,NA,NA,11,20,1654,2020-04-26,2020-18,HI
Idaho,2020,18,NA,3.02115,NA,NA,NA,NA,NA,NA,20,4,662,2020-04-26,2020-18,ID
Illinois,2020,18,NA,1.80374,NA,NA,NA,NA,NA,NA,906,182,50229,2020-04-26,2020-18,IL
Indiana,2020,18,NA,0.22309,NA,NA,NA,NA,NA,NA,4,20,1793,2020-04-26,2020-18,IN
Iowa,2020,18,NA,0.656117,NA,NA,NA,NA,NA,NA,17,12,2591,2020-04-26,2020-18,IA
Kansas,2020,18,NA,1.52332,NA,NA,NA,NA,NA,NA,113,24,7418,2020-04-26,2020-18,KS
Kentucky,2020,18,NA,0.884956,NA,NA,NA,NA,NA,NA,8,14,904,2020-04-26,2020-18,KY
Louisiana,2020,18,NA,3.06133,NA,NA,NA,NA,NA,NA,882,100,28811,2020-04-26,2020-18,LA
Maine,2020,18,NA,0.636002,NA,NA,NA,NA,NA,NA,56,48,8805,2020-04-26,2020-18,ME
Maryland,2020,18,NA,3.65316,NA,NA,NA,NA,NA,NA,961,61,26306,2020-04-26,2020-18,MD
Massachusetts,2020,18,NA,2.46309,NA,NA,NA,NA,NA,NA,639,61,25943,2020-04-26,2020-18,MA
Michigan,2020,18,NA,0.40434,NA,NA,NA,NA,NA,NA,60,67,14839,2020-04-26,2020-18,MI
Minnesota,2020,18,NA,3.36026,NA,NA,NA,NA,NA,NA,104,14,3095,2020-04-26,2020-18,MN
Mississippi,2020,18,NA,1.34817,NA,NA,NA,NA,NA,NA,86,29,6379,2020-04-26,2020-18,MS
Missouri,2020,18,NA,1.39535,NA,NA,NA,NA,NA,NA,6,10,430,2020-04-26,2020-18,MO
Montana,2020,18,NA,0.688882,NA,NA,NA,NA,NA,NA,43,36,6242,2020-04-26,2020-18,MT
Nebraska,2020,18,NA,1.06149,NA,NA,NA,NA,NA,NA,82,63,7725,2020-04-26,2020-18,NE
Nevada,2020,18,NA,0.841646,NA,NA,NA,NA,NA,NA,54,25,6416,2020-04-26,2020-18,NV
New Hampshire,2020,18,NA,0.162075,NA,NA,NA,NA,NA,NA,1,8,617,2020-04-26,2020-18,NH
New Jersey,2020,18,NA,4.1159,NA,NA,NA,NA,NA,NA,625,32,15185,2020-04-26,2020-18,NJ
New Mexico,2020,18,NA,1.15901,NA,NA,NA,NA,NA,NA,171,40,14754,2020-04-26,2020-18,NM
New York,2020,18,NA,1.28509,NA,NA,NA,NA,NA,NA,391,123,30426,2020-04-26,2020-18,NY
North Carolina,2020,18,NA,0.95575,NA,NA,NA,NA,NA,NA,535,135,55977,2020-04-26,2020-18,NC
North Dakota,2020,18,NA,1.14638,NA,NA,NA,NA,NA,NA,26,11,2268,2020-04-26,2020-18,ND
Ohio,2020,18,NA,1.10575,NA,NA,NA,NA,NA,NA,71,27,6421,2020-04-26,2020-18,OH
Oklahoma,2020,18,NA,2.07011,NA,NA,NA,NA,NA,NA,75,25,3623,2020-04-26,2020-18,OK
Oregon,2020,18,NA,1.02508,NA,NA,NA,NA,NA,NA,410,93,39997,2020-04-26,2020-18,OR
Pennsylvania,2020,18,NA,1.22326,NA,NA,NA,NA,NA,NA,470,117,38422,2020-04-26,2020-18,PA
Rhode Island,2020,18,NA,0.0787402,NA,NA,NA,NA,NA,NA,1,11,1270,2020-04-26,2020-18,RI
South Carolina,2020,18,NA,1.68412,NA,NA,NA,NA,NA,NA,119,24,7066,2020-04-26,2020-18,SC
South Dakota,2020,18,NA,0.224875,NA,NA,NA,NA,NA,NA,13,31,5781,2020-04-26,2020-18,SD
Tennessee,2020,18,NA,1.4609,NA,NA,NA,NA,NA,NA,346,78,23684,2020-04-26,2020-18,TN
Texas,2020,18,NA,1.54459,NA,NA,NA,NA,NA,NA,128,75,8287,2020-04-26,2020-18,TX
Utah,2020,18,NA,1.09102,NA,NA,NA,NA,NA,NA,178,51,16315,2020-04-26,2020-18,UT
Vermont,2020,18,NA,1.59341,NA,NA,NA,NA,NA,NA,29,12,1820,2020-04-26,2020-18,VT
Virginia,2020,18,NA,1.65079,NA,NA,NA,NA,NA,NA,962,164,58275,2020-04-26,2020-18,VA
Washington,2020,18,NA,0.92393,NA,NA,NA,NA,NA,NA,120,48,12988,2020-04-26,2020-18,WA
West Virginia,2020,18,NA,0.574713,NA,NA,NA,NA,NA,NA,47,32,8178,2020-04-26,2020-18,WV
Wisconsin,2020,18,NA,3.00896,NA,NA,NA,NA,NA,NA,440,37,14623,2020-04-26,2020-18,WI
Wyoming,2020,18,NA,1.18182,NA,NA,NA,NA,NA,NA,13,10,1100,2020-04-26,2020-18,WY
Commonwealth of the Northern Mariana Islands,2020,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-26,2020-18,NA
Puerto Rico,2020,18,NA,4.18535,NA,NA,NA,NA,NA,NA,56,7,1338,2020-04-26,2020-18,PR
Virgin Islands,2020,18,NA,0.826446,NA,NA,NA,NA,NA,NA,2,2,242,2020-04-26,2020-18,VI
New York City,2020,18,NA,1.94295,NA,NA,NA,NA,NA,NA,882,65,45395,2020-04-26,2020-18,NA
Alabama,2020,19,NA,1.04723,NA,NA,NA,NA,NA,NA,288,88,27501,2020-05-03,2020-19,AL
Alaska,2020,19,NA,0.755985,NA,NA,NA,NA,NA,NA,18,13,2381,2020-05-03,2020-19,AK
Arizona,2020,19,NA,1.38889,NA,NA,NA,NA,NA,NA,77,19,5544,2020-05-03,2020-19,AZ
Arkansas,2020,19,NA,0.530973,NA,NA,NA,NA,NA,NA,6,7,1130,2020-05-03,2020-19,AR
California,2020,19,NA,1.26944,NA,NA,NA,NA,NA,NA,311,61,24499,2020-05-03,2020-19,CA
Colorado,2020,19,NA,0.715241,NA,NA,NA,NA,NA,NA,107,67,14960,2020-05-03,2020-19,CO
Connecticut,2020,19,NA,1.34802,NA,NA,NA,NA,NA,NA,279,69,20697,2020-05-03,2020-19,CT
Delaware,2020,19,NA,0,NA,NA,NA,NA,NA,NA,0,6,807,2020-05-03,2020-19,DE
District of Columbia,2020,19,NA,0.591145,NA,NA,NA,NA,NA,NA,49,3,8289,2020-05-03,2020-19,DC
Florida,2020,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-03,2020-19,FL
Georgia,2020,19,NA,1.81147,NA,NA,NA,NA,NA,NA,864,91,47696,2020-05-03,2020-19,GA
Hawaii,2020,19,NA,0.199203,NA,NA,NA,NA,NA,NA,4,18,2008,2020-05-03,2020-19,HI
Idaho,2020,19,NA,2.9484,NA,NA,NA,NA,NA,NA,24,4,814,2020-05-03,2020-19,ID
Illinois,2020,19,NA,1.49114,NA,NA,NA,NA,NA,NA,718,179,48151,2020-05-03,2020-19,IL
Indiana,2020,19,NA,0.42261,NA,NA,NA,NA,NA,NA,8,18,1893,2020-05-03,2020-19,IN
Iowa,2020,19,NA,0.435414,NA,NA,NA,NA,NA,NA,12,12,2756,2020-05-03,2020-19,IA
Kansas,2020,19,NA,0.969856,NA,NA,NA,NA,NA,NA,74,23,7630,2020-05-03,2020-19,KS
Kentucky,2020,19,NA,0.396511,NA,NA,NA,NA,NA,NA,5,14,1261,2020-05-03,2020-19,KY
Louisiana,2020,19,NA,2.70774,NA,NA,NA,NA,NA,NA,755,97,27883,2020-05-03,2020-19,LA
Maine,2020,19,NA,0.620577,NA,NA,NA,NA,NA,NA,57,47,9185,2020-05-03,2020-19,ME
Maryland,2020,19,NA,2.91412,NA,NA,NA,NA,NA,NA,754,59,25874,2020-05-03,2020-19,MD
Massachusetts,2020,19,NA,1.98323,NA,NA,NA,NA,NA,NA,525,60,26472,2020-05-03,2020-19,MA
Michigan,2020,19,NA,0.246262,NA,NA,NA,NA,NA,NA,14,21,5685,2020-05-03,2020-19,MI
Minnesota,2020,19,NA,1.79114,NA,NA,NA,NA,NA,NA,59,12,3294,2020-05-03,2020-19,MN
Mississippi,2020,19,NA,1.59495,NA,NA,NA,NA,NA,NA,96,29,6019,2020-05-03,2020-19,MS
Missouri,2020,19,NA,0.318471,NA,NA,NA,NA,NA,NA,1,5,314,2020-05-03,2020-19,MO
Montana,2020,19,NA,0.572933,NA,NA,NA,NA,NA,NA,37,35,6458,2020-05-03,2020-19,MT
Nebraska,2020,19,NA,1.13698,NA,NA,NA,NA,NA,NA,84,61,7388,2020-05-03,2020-19,NE
Nevada,2020,19,NA,0.665225,NA,NA,NA,NA,NA,NA,40,22,6013,2020-05-03,2020-19,NV
New Hampshire,2020,19,NA,0.0968054,NA,NA,NA,NA,NA,NA,1,9,1033,2020-05-03,2020-19,NH
New Jersey,2020,19,NA,2.7284,NA,NA,NA,NA,NA,NA,419,31,15357,2020-05-03,2020-19,NJ
New Mexico,2020,19,NA,1.26347,NA,NA,NA,NA,NA,NA,190,40,15038,2020-05-03,2020-19,NM
New York,2020,19,NA,0.974715,NA,NA,NA,NA,NA,NA,303,118,31086,2020-05-03,2020-19,NY
North Carolina,2020,19,NA,0.946059,NA,NA,NA,NA,NA,NA,590,136,62364,2020-05-03,2020-19,NC
North Dakota,2020,19,NA,0.864029,NA,NA,NA,NA,NA,NA,19,9,2199,2020-05-03,2020-19,ND
Ohio,2020,19,NA,0.931187,NA,NA,NA,NA,NA,NA,59,26,6336,2020-05-03,2020-19,OH
Oklahoma,2020,19,NA,1.37555,NA,NA,NA,NA,NA,NA,53,26,3853,2020-05-03,2020-19,OK
Oregon,2020,19,NA,1.03602,NA,NA,NA,NA,NA,NA,304,92,29343,2020-05-03,2020-19,OR
Pennsylvania,2020,19,NA,0.952455,NA,NA,NA,NA,NA,NA,370,115,38847,2020-05-03,2020-19,PA
Rhode Island,2020,19,NA,0,NA,NA,NA,NA,NA,NA,0,11,1581,2020-05-03,2020-19,RI
South Carolina,2020,19,NA,1.39192,NA,NA,NA,NA,NA,NA,102,23,7328,2020-05-03,2020-19,SC
South Dakota,2020,19,NA,1.2916,NA,NA,NA,NA,NA,NA,26,8,2013,2020-05-03,2020-19,SD
Tennessee,2020,19,NA,1.18967,NA,NA,NA,NA,NA,NA,300,69,25217,2020-05-03,2020-19,TN
Texas,2020,19,NA,1.31624,NA,NA,NA,NA,NA,NA,154,84,11700,2020-05-03,2020-19,TX
Utah,2020,19,NA,1.02405,NA,NA,NA,NA,NA,NA,172,51,16796,2020-05-03,2020-19,UT
Vermont,2020,19,NA,1.44928,NA,NA,NA,NA,NA,NA,27,11,1863,2020-05-03,2020-19,VT
Virginia,2020,19,NA,1.45585,NA,NA,NA,NA,NA,NA,898,161,61682,2020-05-03,2020-19,VA
Washington,2020,19,NA,0.782249,NA,NA,NA,NA,NA,NA,104,46,13295,2020-05-03,2020-19,WA
West Virginia,2020,19,NA,0.358965,NA,NA,NA,NA,NA,NA,19,28,5293,2020-05-03,2020-19,WV
Wisconsin,2020,19,NA,3.33333,NA,NA,NA,NA,NA,NA,510,35,15300,2020-05-03,2020-19,WI
Wyoming,2020,19,NA,0.129534,NA,NA,NA,NA,NA,NA,1,7,772,2020-05-03,2020-19,WY
Commonwealth of the Northern Mariana Islands,2020,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-03,2020-19,NA
Puerto Rico,2020,19,NA,5.35988,NA,NA,NA,NA,NA,NA,70,7,1306,2020-05-03,2020-19,PR
Virgin Islands,2020,19,NA,0.740741,NA,NA,NA,NA,NA,NA,2,2,270,2020-05-03,2020-19,VI
New York City,2020,19,NA,1.27865,NA,NA,NA,NA,NA,NA,487,34,38087,2020-05-03,2020-19,NA
